invisible	Meantime	[MASK], however, unhoused, I felt at once exposed and invisible. How shall I describe it, this sense of myself as something without weight, without moorings, a floating phantom? Other people seemed to have a density, a thereness, which I lacked.
""	Charlie	I sat down at the table and rested my forehead in my hands. My skin felt grainy, as if the surface layer had crumpled to a sort of clinging dust. [MASK]’s breakfast things were still on the table, and there was spilled cigarette ash and a saucer of crushed butts.

Ponyboy	Van	She explained it all to me, repeating what the doctor told her, but I was only half-listening. A sort of weariness had come over me, a sort of lethargy. [MASK] is his name, have I mentioned that?

Ponyboy	Maolscachlainn	I suppose 1 should not be surprised, but I am. I was not a good son, but I was the only one she had. [MASK] was watching me with compassion. I’m sorry, he said. I smiled and shrugged, though it was not easy.

Ponyboy	Behrens	He lifted a hand, as if he were about to speak again, but let it fall slowly. The lights of a car swept the window and a horn tooted. [MASK] did not get up. So good to see you, he murmured, giving me his left hand.

""	Charlie	[MASK] frowned. Is that necessary, Inspector? he said. It was such a grand old line, and so splendidly delivered, with just the right degree of solemn hauteur, that for a second I thought it might elicit a small round of applause.

""	Joanne	It is a kind of defence, this creeping absent-mindedness, this torpor, which allows us to drop off instantly, anywhere, at any time, into brief, numb stretches of sleep. [MASK]. She came to see me, brought me my bag.

""	Hogg	I was suddenly, profoundly bored. Listen, [MASK] said, tell us, why did you do it? I stared at him, startled, and at a loss. It was the one thing I had never asked myself, not with such simple, unavoidable force.

""	Charlie	They’re all upstairs, she said, dismissing me, and turned back to her steaming saucepans. There were five of them, or six, counting [MASK], though at first it seemed to me there must be twice that number.

Gerty	Charlie	Black socks, of course — silk again: [MASK] is not one to stint himself - and a pair of dark trousers, baggy but well cut, of a style which was antique enough to have come back into fashion.

Ponyboy	Daphne	An old square where [MASK] and I lived for a while had been razed and made into a vast, cindered car-park. I saw a church for sale - a church, for sale! Oh, something dreadful had happened. The very air itself seemed damaged.

Mother	Lautrec	My mother arrived in the kitchen barefoot. The sight of her bunions and her big yellow toenails annoyed me. She had wrapped herself in an impossible, shot-silk tea-gown. She had the florid look of one of [MASK]’s ruined doxies.

""	Jenny	Only her marvellous, flame-coloured hair proclaimed her a woman. [MASK]! I said, and she blushed. I took her hands in mine. I was absurdly pleased to see her. 1 did not know then that she would soon prove my usurper.

Mafioso	Wally	It was as if he were at last filling out exactly his allotted space. When I knew him he had been a smalltime dealer in pictures and antiques. Now he had presence, it was almost an air of imperium, all the more marked amid the gaudy trappings of [MASK]’s bar.

Gerty	Charlie	Somewhere, I knew, in dayrooms and in smoke-filled, shabby offices, faceless men were even now painstakingly assembling the evidence against me. I thought about them at night, as I lay in [MASK]’s mother’s big lumpy bed.

""	Freddie	He looked at me hard for a long moment. Come on, [MASK], he said, why did you kill her? I stared back at him. I did not like his contemptuously familiar tone -Freddie, indeed! - but decided to let it go.

Ponyboy	Charles	All the same, it is possible that my memory has conflated two separate occasions. It is possible. What more can I say? I hope, [MASK], this concession will soothe, even if only a little, your sense of injury.

""	Anna	The children were still at play. There’s a school, [MASK] murmured, up the hill. She laughed quietly and said. But what do I know, I ask you? It was one of the mad widow’s catchphrases. Suddenly everything was sad and grey and waste.

Ponyboy	Charlie	[MASK], mumbling apologetically, had put a shaky old hand under my elbow and was gently but firmly steering me backwards out of the room. The fear I had felt earlier had turned into annoyance. I felt like giving him a clout, and putting a dent in that ridiculous praetorian helmet of hair.

""	Randolph	Since I had seemed, with [MASK], to have stumbled into a supporting feature, 1 had expected it would be played by a comic cast of ruffians, scarified fellows with low foreheads and little thin moustaches who would stand about me in a circle with their hands in their pockets, smiling horribly and chewing toothpicks.

""	Charlie	She gave me a peculiar glance. I was wearing [MASK]’s dressing-gown. How is it, I wonder, that I did not catch it then, that new, speculative note in her voice, which should have alerted me?

""	Wally	Tonight it tinkled in my mouth like secret laughter. I looked about me. No, [MASK]’s was not changed, not changed at all. This was my place: the murmurous gloom, the mirrors, the bottles ranged behind the bar, each one with its bead of ruby light.

Gerty	Anna	This is one of the things about [MASK], she belongs exactly wherever she happens to be. I stood in the street for a moment watching her — admiring her, I suppose. The gallery was a large high white room with a glass front.

""	Charlie	Through the doorway at the end of the hall I watched [MASK] pottering about in the kitchen, rattling the pots and pans and pretending he was not trying to hear what I was saying. I sighed, and the sigh turned into a thin little moan.

""	Joanne	But I knew there would be nothing. I stood on the first-floor landing, cursing under my breath. There were voices nearby. I flung open a bedroom door. My mother and [MASK] were sitting up side by side in the girl’s big bed.

Gerty	Tinker	I gave her one of my special, slow smiles, and saw myself through her eyes, a tall, tanned hunk in a linen suit, leaning over her on a summer lawn and murmuring dark words. [MASK]! she yelped, get off!

Ponyboy	Mendacity	[MASK] always makes my voice sound curiously dull, a flat blaring at the back of the throat. And why resurrect now an ancient, unimportant lie? Was I just keeping my hand in, getting a bit of practice for the big tourney that lay ahead?

""	Charles	My presence was interfering with his evening rituals. He put away the whiskey bottle without offering me a refill. We traipsed back to the kitchen, where [MASK] donned his apron and rooted about in cupboards and on murky shelves for the makings of a stew.

Rembrandt	Daphne	I saw this danger, and determined to avoid it. I would work, I would study. The theme was there, ready-made. I had [MASK] bring me big thick books on Dutch painting, not only the history but the techniques, the secrets of the masters.

Ponyboy	Daphne	Why did she seem to me so much older now than us, world-weary, a little used, an adult joining tolerantly in a children’s not quite permissible game? [MASK] hardly breathed, her fingers steadily tightening on my hip.

Ponyboy	Charlie	Of the three of us he seemed the most surprised. I could not help admiring the deft way he had kicked in the back door. It hung quivering on its hinges, the broken latch lolling like a hound’s tongue. [MASK] stood up.

""	Charlie	Yesterday, the last day of the old world. Wait, [MASK] said. I’ll get a taxi. He went off, and I knelt there, rocking back and forth and crooning softly, as if I were a child I was holding in my arms.

""	Madge	What an actor the world has lost in me! Now what shall I do? I went upstairs to the drawing-room. No, I went into the kitchen. [MASK]: wig, false teeth, white apron, I have done all that. Out again.

""	Anna	She had taken a few good swigs, and was beginning to regret it now. We went into the house. The uniformed doorman was nowhere to be seen. I told [MASK] how he had gone off and left me to wander at will about the place.

Ponyboy	Charlie	I shaved, glaring at myself in the fish-eye mirror, then I put on [MASK]’s clothes again, and broke into his desk and took his cash and his wallet of credit cards, and went down the stairs three at a time and stormed out into the world.

Abigail	Charlie	A big child. I will not, I will not weep. If I start now I’ll never stop. In the afternoon I broke into [MASK]’s desk again, and took some cash and ventured out to the newsagent’s on the harbour.

""	Joanne	There were few mourners: an aunt or two, and an old man who had worked years ago for my father in the stables. The girl [MASK] was there, of course, red-eyed, her poor face blotched and swollen, dressed in a lumpy pullover and a crooked skirt.

""	Daphne	They were saying goodbye. Of course. It’s just occurred to me. They were not finding each other, but parting. Hence the sadness and the sense of waste, hence [MASK]’s bitter tears. It was nothing to do with me, at all.

Sibyl	Tommy	When I turned she lifted her sibyl’s fearsome head and looked at me. Help me, she whispered. Help me. A bubble of blood came out of her mouth and burst. [MASK]! she said, or a word like that, and then: Love.

Dived	Wally	Dived is the word. I had expected it to be changed, like everything else. I was fond of [MASK]’s. I used to drink there when I was a student, and later on, too, when I worked for the government.

""	Wally	I have nothing against those who are, except that I despise them, of course, and find disgusting the thought of the things they get up to, whatever those things may be. But their presence lent a blowsy gaiety to the atmosphere in [MASK]’s and a slight edge of threat.

Ponyboy	Charlie	I seemed to move as if under a magic spell, I do not know how it worked, but for a while, for an hour or two, posing as [MASK]’s factotum, I was released from myself and the terrors that had been pursuing me relentlessly for days.

Ponyboy	Freddie	You have put on weight, [MASK], she said, you’ve got fat. Then she reached out and - this is true, I swear it — and took hold of a piece of my stomach and rolled it playfully between a finger and thumb.

""	Haslet	What did they expect, a rescue party? I noticed that they all wore running shoes, except [MASK], the good country boy, in his stout brown brogues. One of his men bumped into him. Too many cops spoil the capture, I said brightly.

